-0.26751,-0.18287,0.013709
-0.26858,-0.18205,0.016362
-0.26968,-0.18121,0.019093
-0.27081,-0.18033,0.021969
-0.27198,-0.17943,0.025036
-0.27318,-0.17857,0.028318
-0.27441,-0.17779,0.031816
-0.27564,-0.17716,0.035508
-0.27686,-0.1767,0.039353
-0.27806,-0.17641,0.043299
-0.27922,-0.17628,0.04729
-0.28036,-0.17626,0.051282
-0.28146,-0.1763,0.055249
-0.28255,-0.17633,0.059179
-0.28363,-0.17625,0.063075
-0.28472,-0.17601,0.066937
-0.28582,-0.17552,0.070758
-0.28692,-0.17475,0.074522
-0.28803,-0.17366,0.07821
-0.28913,-0.17228,0.081803
-0.2902,-0.17063,0.085294
-0.29122,-0.16877,0.088692
-0.29219,-0.16674,0.092025
-0.29308,-0.16459,0.095338
-0.29389,-0.16237,0.09869
-0.2946,-0.16009,0.10214
-0.29522,-0.15781,0.10575
-0.29571,-0.15557,0.10955
-0.29606,-0.15344,0.11353
-0.29626,-0.15146,0.11768
-0.29629,-0.14967,0.12195
-0.29616,-0.14809,0.12629
-0.29586,-0.14668,0.13067
-0.29541,-0.14541,0.13506
-0.29484,-0.14422,0.13942
-0.29417,-0.14305,0.14374
-0.29343,-0.14186,0.14796
-0.29263,-0.14064,0.15209
-0.29179,-0.13939,0.1561
-0.29093,-0.13811,0.16002
-0.29005,-0.13681,0.16389
