-0.27134,-0.16251,-0.0067041
-0.27131,-0.16288,-0.0066728
-0.27129,-0.16327,-0.0066364
-0.27126,-0.1637,-0.0065895
-0.27123,-0.16419,-0.0065262
-0.27119,-0.16477,-0.0064399
-0.27116,-0.16544,-0.006323
-0.27112,-0.16623,-0.006167
-0.27108,-0.16717,-0.0059624
-0.27103,-0.16827,-0.0056987
-0.27099,-0.16955,-0.0053645
-0.27093,-0.17104,-0.0049476
-0.27087,-0.17275,-0.0044353
-0.2708,-0.1747,-0.0038144
-0.27072,-0.17691,-0.0030715
-0.27062,-0.1794,-0.0021934
-0.2705,-0.18219,-0.0011671
-0.27035,-0.18527,1.9917e-05
-0.27016,-0.18867,0.0013794
-0.26992,-0.19238,0.0029222
-0.26964,-0.19641,0.0046583
-0.26928,-0.20075,0.0065971
-0.26886,-0.20539,0.0087471
-0.26834,-0.21032,0.011116
-0.26772,-0.21554,0.013713
-0.26699,-0.22103,0.016546
-0.26612,-0.22676,0.019623
-0.26512,-0.23274,0.022955
-0.26395,-0.23893,0.02655
-0.26262,-0.24532,0.03042
-0.26109,-0.2519,0.034575
-0.25937,-0.25864,0.039025
-0.25743,-0.26553,0.043782
-0.25526,-0.27253,0.048853
-0.25285,-0.27963,0.054244
-0.2502,-0.2868,0.059962
-0.24729,-0.294,0.066006
-0.24412,-0.3012,0.072377
-0.24068,-0.30838,0.079069
-0.23696,-0.31549,0.086074
-0.23297,-0.3225,0.093378
-0.2287,-0.32937,0.10096
-0.22417,-0.33606,0.10881
-0.21937,-0.34255,0.11689
-0.21432,-0.34881,0.12517
-0.20903,-0.35479,0.13361
-0.20353,-0.36047,0.14217
-0.19783,-0.36584,0.15082
-0.19196,-0.37086,0.1595
-0.18595,-0.37552,0.16818
-0.17982,-0.3798,0.17682
-0.17359,-0.38371,0.18538
-0.1673,-0.38723,0.19383
-0.16097,-0.39036,0.20215
-0.15461,-0.3931,0.21033
-0.14824,-0.39547,0.21836
-0.14188,-0.39746,0.22623
-0.13554,-0.3991,0.23394
-0.12924,-0.40038,0.24149
-0.12299,-0.40133,0.24888
-0.1168,-0.40196,0.25611
-0.11068,-0.40229,0.26318
-0.10465,-0.40234,0.27007
-0.098733,-0.40214,0.27677
-0.09293,-0.4017,0.28327
-0.087259,-0.40106,0.28955
-0.081732,-0.40023,0.2956
-0.076359,-0.39926,0.30138
-0.071145,-0.39816,0.30689
-0.066096,-0.39696,0.31212
-0.061212,-0.39569,0.31706
-0.056493,-0.39436,0.32171
-0.051934,-0.393,0.32607
-0.047531,-0.39161,0.33016
-0.043279,-0.39021,0.33399
-0.039171,-0.3888,0.33757
-0.035202,-0.3874,0.34092
-0.031367,-0.38601,0.34405
-0.027664,-0.38462,0.34699
-0.024089,-0.38326,0.34975
-0.020642,-0.38191,0.35234
-0.017325,-0.38059,0.35478
-0.014139,-0.37929,0.35706
-0.011088,-0.37802,0.35921
-0.0081753,-0.3768,0.36121
-0.005406,-0.37561,0.36309
-0.0027845,-0.37447,0.36483
-0.0003148,-0.37338,0.36645
0.0020001,-0.37235,0.36794
0.0041593,-0.37137,0.36932
0.0061645,-0.37045,0.37057
0.0080206,-0.36959,0.37172
0.0097369,-0.36879,0.37277
0.011327,-0.36803,0.37373
0.012809,-0.36732,0.37462
0.014206,-0.36665,0.37544
0.015543,-0.366,0.37623
0.01685,-0.36536,0.377
