-0.2711,-0.16957,-0.0044328
-0.27104,-0.1703,-0.00426
-0.27097,-0.17107,-0.0040749
-0.27089,-0.17193,-0.0038649
-0.27079,-0.17291,-0.0036166
-0.27068,-0.17407,-0.0033156
-0.27055,-0.17544,-0.0029468
-0.2704,-0.17705,-0.0024939
-0.27022,-0.17893,-0.0019404
-0.27001,-0.18111,-0.0012696
-0.26978,-0.18359,-0.00046548
-0.26951,-0.1864,0.00048658
-0.26922,-0.18951,0.0015995
-0.26889,-0.19294,0.0028838
-0.26853,-0.19666,0.0043473
-0.26814,-0.20065,0.0059955
-0.2677,-0.2049,0.0078313
-0.26722,-0.20938,0.0098561
-0.26669,-0.21406,0.01207
-0.2661,-0.21892,0.014475
-0.26545,-0.22394,0.01707
-0.26471,-0.22911,0.019859
-0.26388,-0.23441,0.022848
-0.26296,-0.23983,0.026044
-0.26191,-0.24537,0.029456
-0.26074,-0.25103,0.033098
-0.25942,-0.2568,0.036982
-0.25795,-0.26268,0.041123
-0.2563,-0.26867,0.045536
-0.25446,-0.27477,0.050234
-0.25241,-0.28097,0.055227
-0.25014,-0.28725,0.060525
-0.24764,-0.29361,0.066133
-0.24489,-0.30002,0.072051
-0.2419,-0.30645,0.078278
-0.23864,-0.31288,0.084806
-0.23512,-0.31927,0.091626
-0.23134,-0.32558,0.098724
-0.2273,-0.33177,0.10608
-0.22302,-0.3378,0.11368
-0.21849,-0.34363,0.1215
-0.21374,-0.34922,0.12951
-0.20877,-0.35452,0.1377
-0.20361,-0.35952,0.14602
-0.19827,-0.36416,0.15446
-0.19277,-0.36844,0.16298
-0.18714,-0.37232,0.17156
-0.18139,-0.37581,0.18015
-0.17555,-0.37889,0.18872
-0.16965,-0.38157,0.19723
-0.1637,-0.38385,0.20565
-0.15774,-0.38574,0.21394
-0.15178,-0.38725,0.22206
-0.14585,-0.38842,0.23
-0.13996,-0.38926,0.23771
-0.13414,-0.38979,0.24518
-0.1284,-0.39004,0.2524
-0.12276,-0.39005,0.25935
-0.11721,-0.38982,0.26602
-0.11178,-0.3894,0.27243
-0.10645,-0.3888,0.27858
-0.10124,-0.38804,0.28446
-0.096146,-0.38715,0.29011
-0.091162,-0.38614,0.29551
-0.086288,-0.38503,0.30069
-0.081521,-0.38385,0.30565
-0.076859,-0.38259,0.31041
-0.072296,-0.38128,0.31496
-0.06783,-0.37993,0.31931
-0.063458,-0.37855,0.32346
-0.059177,-0.37716,0.32743
-0.054983,-0.37575,0.3312
-0.050875,-0.37435,0.33479
-0.046853,-0.37295,0.33819
-0.042917,-0.37156,0.34141
-0.03907,-0.37019,0.34445
-0.035316,-0.36885,0.34732
-0.031661,-0.36752,0.35002
-0.028113,-0.36623,0.35255
-0.024681,-0.36497,0.35493
-0.021375,-0.36375,0.35716
-0.018205,-0.36256,0.35924
-0.01518,-0.36142,0.36118
-0.012308,-0.36032,0.36297
-0.0095928,-0.35927,0.36464
-0.0070355,-0.35827,0.36618
-0.0046328,-0.35731,0.3676
-0.0023761,-0.35641,0.36891
-0.00025186,-0.35554,0.37013
0.001759,-0.35472,0.37126
0.00368,-0.35392,0.37234
0.0055389,-0.35315,0.37337
0.0073658,-0.35239,0.37438
