-0.29277,-0.15652,0.14711
-0.29324,-0.15721,0.14445
-0.2937,-0.1579,0.14179
-0.29416,-0.15859,0.13913
-0.29461,-0.15926,0.13648
-0.29503,-0.15992,0.13383
-0.29544,-0.16056,0.13119
-0.29583,-0.16117,0.12854
-0.29619,-0.16176,0.12588
-0.29653,-0.1623,0.1232
-0.29685,-0.1628,0.12049
-0.29714,-0.16325,0.11774
-0.29741,-0.16365,0.11495
-0.29766,-0.16398,0.11212
-0.29788,-0.16425,0.10922
-0.29807,-0.16445,0.10628
-0.29824,-0.16458,0.10328
-0.29838,-0.16464,0.10024
-0.29849,-0.16463,0.097161
-0.29856,-0.16456,0.094061
-0.2986,-0.16443,0.090953
-0.2986,-0.16425,0.08785
-0.29856,-0.16403,0.084768
-0.29848,-0.16378,0.081721
-0.29836,-0.1635,0.078723
-0.29821,-0.1632,0.075784
-0.29801,-0.1629,0.072911
-0.29777,-0.1626,0.070109
-0.2975,-0.1623,0.067381
-0.29719,-0.16202,0.064725
-0.29685,-0.16175,0.062138
-0.29647,-0.1615,0.059617
-0.29607,-0.16126,0.057156
-0.29564,-0.16104,0.05475
-0.29519,-0.16084,0.052397
-0.29471,-0.16066,0.050093
-0.29422,-0.1605,0.047839
-0.29371,-0.16035,0.045635
-0.29319,-0.16021,0.043487
-0.29266,-0.16009,0.041399
-0.29212,-0.15999,0.039377
-0.29158,-0.15991,0.03743
-0.29104,-0.15985,0.035565
-0.2905,-0.15982,0.033786
-0.28996,-0.15981,0.032097
-0.28943,-0.15983,0.030499
-0.28891,-0.15988,0.028988
-0.28839,-0.15995,0.027556
-0.28788,-0.16005,0.026192
-0.28737,-0.16017,0.024878
-0.28686,-0.1603,0.023597
-0.28635,-0.16043,0.022328
-0.28584,-0.16054,0.021048
-0.28533,-0.16063,0.019737
-0.28481,-0.16068,0.018377
-0.28429,-0.16069,0.016953
-0.28376,-0.16065,0.015455
-0.28322,-0.16054,0.013877
-0.28269,-0.16038,0.01222
-0.28215,-0.16016,0.010489
-0.2816,-0.15988,0.0086926
-0.28106,-0.15956,0.0068441
-0.28051,-0.15922,0.0049592
-0.27997,-0.15885,0.0030558
