-0.29777,-0.12388,0.15666
-0.29886,-0.12417,0.15274
-0.29993,-0.12445,0.14883
-0.30098,-0.12475,0.14494
-0.30199,-0.12506,0.1411
-0.30295,-0.12538,0.1373
-0.30385,-0.12572,0.13356
-0.30469,-0.12608,0.12988
-0.30546,-0.12646,0.12626
-0.30616,-0.12687,0.12271
-0.30679,-0.1273,0.11921
-0.30735,-0.12776,0.11577
-0.30783,-0.12824,0.11237
-0.30825,-0.12875,0.10902
-0.3086,-0.12929,0.10569
-0.30889,-0.12985,0.10239
-0.30912,-0.13043,0.099096
-0.30928,-0.13104,0.095811
-0.30939,-0.13167,0.092526
-0.30943,-0.13231,0.089237
-0.30942,-0.13297,0.085942
-0.30935,-0.13363,0.08264
-0.30922,-0.1343,0.079331
-0.30904,-0.13495,0.076016
-0.3088,-0.13559,0.072699
-0.3085,-0.1362,0.069382
-0.30816,-0.13678,0.066071
-0.30776,-0.13732,0.062771
-0.30732,-0.13781,0.059489
-0.30683,-0.13825,0.056233
-0.3063,-0.13865,0.053011
-0.30574,-0.139,0.049835
-0.30514,-0.13931,0.046714
-0.30452,-0.13958,0.04366
-0.30387,-0.13983,0.040685
-0.30321,-0.14008,0.037798
-0.30253,-0.14032,0.035011
-0.30184,-0.14056,0.032333
-0.30114,-0.14082,0.02977
-0.30044,-0.1411,0.027329
-0.29975,-0.14139,0.025011
-0.29907,-0.1417,0.022818
-0.29839,-0.14201,0.020747
-0.29772,-0.14233,0.018792
-0.29707,-0.14262,0.016945
-0.29643,-0.14289,0.015196
-0.29579,-0.14313,0.013531
-0.29516,-0.14332,0.011938
-0.29453,-0.14346,0.010402
-0.2939,-0.14354,0.0089112
-0.29326,-0.14357,0.0074528
-0.29261,-0.14356,0.0060178
-0.29194,-0.1435,0.0045996
-0.29126,-0.14341,0.0031942
-0.29055,-0.14329,0.0018008
-0.28983,-0.14317,0.00042028
-0.28909,-0.14305,-0.00094462
-0.28833,-0.14294,-0.0022907
-0.28756,-0.14284,-0.0036149
-0.28677,-0.14277,-0.0049152
-0.28598,-0.14272,-0.0061912
-0.28519,-0.1427,-0.0074445
-0.28439,-0.14269,-0.0086785
-0.28358,-0.1427,-0.0098986
-0.28278,-0.14272,-0.011111
