-0.041512,-0.37458,0.3418
-0.045606,-0.37558,0.33856
-0.04971,-0.37656,0.3353
-0.053832,-0.37753,0.33202
-0.05798,-0.37847,0.32869
-0.062161,-0.37936,0.3253
-0.066378,-0.38021,0.32184
-0.070634,-0.38101,0.3183
-0.074931,-0.38174,0.31468
-0.079267,-0.38239,0.31098
-0.083641,-0.38297,0.30717
-0.08805,-0.38347,0.30328
-0.092493,-0.38387,0.29928
-0.096966,-0.38418,0.29519
-0.10147,-0.38438,0.29099
-0.10599,-0.38447,0.28669
-0.11055,-0.38444,0.28229
-0.11513,-0.3843,0.27778
-0.11973,-0.38403,0.27317
-0.12436,-0.38362,0.26845
-0.12901,-0.38307,0.26362
-0.13368,-0.38238,0.25868
-0.13837,-0.38155,0.25365
-0.14306,-0.38056,0.24852
-0.14776,-0.37941,0.2433
-0.15245,-0.37811,0.238
-0.15712,-0.37664,0.23263
-0.16176,-0.37502,0.2272
-0.16636,-0.37325,0.22173
-0.1709,-0.37131,0.21623
-0.17538,-0.36922,0.21071
-0.17978,-0.36699,0.20518
-0.1841,-0.36461,0.19966
-0.18832,-0.36209,0.19414
-0.19244,-0.35943,0.18866
-0.19645,-0.35665,0.18321
-0.20035,-0.35375,0.17782
-0.20413,-0.35075,0.17248
-0.20778,-0.34765,0.16721
-0.2113,-0.34447,0.16203
-0.21469,-0.34122,0.15694
-0.21794,-0.33792,0.15196
-0.22105,-0.33457,0.14709
-0.22401,-0.3312,0.14234
-0.22683,-0.3278,0.13772
-0.22951,-0.32439,0.13322
-0.23205,-0.32097,0.12886
-0.23445,-0.31756,0.12463
-0.23673,-0.31415,0.12052
-0.23888,-0.31075,0.11655
-0.24092,-0.30736,0.11269
-0.24285,-0.30399,0.10895
-0.24467,-0.30064,0.10532
-0.24639,-0.29731,0.1018
-0.24801,-0.29402,0.098385
-0.24954,-0.29075,0.095072
-0.25099,-0.28752,0.091858
-0.25235,-0.28434,0.088743
-0.25363,-0.2812,0.085727
-0.25483,-0.27812,0.082811
-0.25596,-0.27509,0.079997
-0.25701,-0.27212,0.077289
-0.258,-0.26921,0.074689
-0.25892,-0.26636,0.072202
-0.25978,-0.26359,0.069829
-0.26058,-0.26089,0.067575
-0.26132,-0.25825,0.065439
-0.26202,-0.25569,0.063422
-0.26266,-0.2532,0.06152
-0.26326,-0.25078,0.059729
-0.26381,-0.24842,0.058043
-0.26433,-0.24614,0.056453
-0.26481,-0.24391,0.054951
-0.26525,-0.24175,0.053527
-0.26566,-0.23963,0.05217
-0.26605,-0.23757,0.05087
-0.2664,-0.23554,0.049619
-0.26674,-0.23355,0.048407
-0.26705,-0.23159,0.047228
-0.26733,-0.22966,0.046076
-0.26761,-0.22774,0.044947
-0.26786,-0.22585,0.043839
-0.26809,-0.22397,0.042751
-0.26832,-0.22211,0.041684
-0.26852,-0.22028,0.040639
-0.26871,-0.21848,0.03962
-0.26889,-0.21671,0.038631
-0.26905,-0.21499,0.037675
-0.2692,-0.21332,0.036757
-0.26934,-0.2117,0.03588
-0.26946,-0.21016,0.035045
-0.26957,-0.20867,0.034255
-0.26967,-0.20726,0.033508
-0.26975,-0.20592,0.032802
-0.26983,-0.20464,0.032132
-0.26989,-0.20342,0.031491
-0.26995,-0.20225,0.030872
-0.27,-0.20112,0.030266
-0.27003,-0.20002,0.029661
-0.27006,-0.19894,0.029046
-0.27009,-0.19788,0.028411
-0.2701,-0.19683,0.027744
-0.2701,-0.19578,0.027035
-0.27009,-0.19473,0.026276
-0.27007,-0.19367,0.025462
-0.27004,-0.19261,0.024588
-0.27,-0.19156,0.023655
-0.26994,-0.19051,0.022665
-0.26988,-0.18947,0.021625
-0.2698,-0.18844,0.020543
-0.26971,-0.18743,0.019431
-0.26961,-0.18645,0.018299
-0.2695,-0.18549,0.01716
-0.26939,-0.18457,0.016023
-0.26927,-0.18367,0.014895
-0.26915,-0.18279,0.013781
-0.26903,-0.18194,0.012681
-0.26891,-0.1811,0.011593
-0.26879,-0.18027,0.010511
