0	80
0	88
0	96
0	104
0	112
0	120
0	128
0	136
0	144
0	152
0	160
0	168
0	176
0	184
0	192
0	200
0	208
0	216
0	224
0	232
0	240
10.667	80
10.667	88
10.667	96
10.667	104
10.667	112
10.667	120
10.667	128
10.667	136
10.667	144
10.667	152
10.667	160
10.667	168
10.667	176
10.667	184
10.667	192
10.667	200
10.667	208
10.667	216
10.667	224
10.667	232
10.667	240
21.333	80
21.333	88
21.333	96
21.333	104
21.333	112
21.333	120
21.333	128
21.333	136
21.333	144
21.333	152
21.333	160
21.333	168
21.333	176
21.333	184
21.333	192
21.333	200
21.333	208
21.333	216
21.333	224
21.333	232
21.333	240
32	80
32	88
32	96
32	104
32	112
32	120
32	128
32	136
32	144
32	152
32	160
32	168
32	176
32	184
32	192
32	200
32	208
32	216
32	224
32	232
32	240
42.667	80
42.667	88
42.667	96
42.667	104
42.667	112
42.667	120
42.667	128
42.667	136
42.667	144
42.667	152
42.667	160
42.667	168
42.667	176
42.667	184
42.667	192
42.667	200
42.667	208
42.667	216
42.667	224
42.667	232
42.667	240
53.333	80
53.333	88
53.333	96
53.333	104
53.333	112
53.333	120
53.333	128
53.333	136
53.333	144
53.333	152
53.333	160
53.333	168
53.333	176
53.333	184
53.333	192
53.333	200
53.333	208
53.333	216
53.333	224
53.333	232
53.333	240
64	80
64	88
64	96
64	104
64	112
64	120
64	128
64	136
64	144
64	152
64	160
64	168
64	176
64	184
64	192
64	200
64	208
64	216
64	224
64	232
64	240
74.667	80
74.667	88
74.667	96
74.667	104
74.667	112
74.667	120
74.667	128
74.667	136
74.667	144
74.667	152
74.667	160
74.667	168
74.667	176
74.667	184
74.667	192
74.667	200
74.667	208
74.667	216
74.667	224
74.667	232
74.667	240
85.333	80
85.333	88
85.333	96
85.333	104
85.333	112
85.333	120
85.333	128
85.333	136
85.333	144
85.333	152
85.333	160
85.333	168
85.333	176
85.333	184
85.333	192
85.333	200
85.333	208
85.333	216
85.333	224
85.333	232
85.333	240
96	80
96	88
96	96
96	104
96	112
96	120
96	128
96	136
96	144
96	152
96	160
96	168
96	176
96	184
96	192
96	200
96	208
96	216
96	224
96	232
96	240
106.67	80
106.67	88
106.67	96
106.67	104
106.67	112
106.67	120
106.67	128
106.67	136
106.67	144
106.67	152
106.67	160
106.67	168
106.67	176
106.67	184
106.67	192
106.67	200
106.67	208
106.67	216
106.67	224
106.67	232
106.67	240
117.33	80
117.33	88
117.33	96
117.33	104
117.33	112
117.33	120
117.33	128
117.33	136
117.33	144
117.33	152
117.33	160
117.33	168
117.33	176
117.33	184
117.33	192
117.33	200
117.33	208
117.33	216
117.33	224
117.33	232
117.33	240
128	80
128	88
128	96
128	104
128	112
128	120
128	128
128	136
128	144
128	152
128	160
128	168
128	176
128	184
128	192
128	200
128	208
128	216
128	224
128	232
128	240
138.67	80
138.67	88
138.67	96
138.67	104
138.67	112
138.67	120
138.67	128
138.67	136
138.67	144
138.67	152
138.67	160
138.67	168
138.67	176
138.67	184
138.67	192
138.67	200
138.67	208
138.67	216
138.67	224
138.67	232
138.67	240
149.33	80
149.33	88
149.33	96
149.33	104
149.33	112
149.33	120
149.33	128
149.33	136
149.33	144
149.33	152
149.33	160
149.33	168
149.33	176
149.33	184
149.33	192
149.33	200
149.33	208
149.33	216
149.33	224
149.33	232
149.33	240
160	80
160	88
160	96
160	104
160	112
160	120
160	128
160	136
160	144
160	152
160	160
160	168
160	176
160	184
160	192
160	200
160	208
160	216
160	224
160	232
160	240
170.67	80
170.67	88
170.67	96
170.67	104
170.67	112
170.67	120
170.67	128
170.67	136
170.67	144
170.67	152
170.67	160
170.67	168
170.67	176
170.67	184
170.67	192
170.67	200
170.67	208
170.67	216
170.67	224
170.67	232
170.67	240
181.33	80
181.33	88
181.33	96
181.33	104
181.33	112
181.33	120
181.33	128
181.33	136
181.33	144
181.33	152
181.33	160
181.33	168
181.33	176
181.33	184
181.33	192
181.33	200
181.33	208
181.33	216
181.33	224
181.33	232
181.33	240
192	80
192	88
192	96
192	104
192	112
192	120
192	128
192	136
192	144
192	152
192	160
192	168
192	176
192	184
192	192
192	200
192	208
192	216
192	224
192	232
192	240
202.67	80
202.67	88
202.67	96
202.67	104
202.67	112
202.67	120
202.67	128
202.67	136
202.67	144
202.67	152
202.67	160
202.67	168
