178,48,296,103,0.803279,44.000000
179,52,294,108,0.781250,38.000000
177,53,269,107,0.757576,37.000000
176,54,227,109,0.692308,29.000000
173,57,221,107,0.551724,26.000000
171,56,189,102,0.160000,24.000000
170,55,184,105,0.176471,26.000000
160,57,145,104,-0.547170,24.000000
156,57,140,105,-0.678571,24.000000
151,56,105,109,-0.718750,27.000000
149,53,71,102,-0.761194,33.000000
150,51,66,105,-0.794118,35.000000
151,49,24,101,-0.815385,39.000000
151,50,19,102,-0.815385,39.000000
151,50,15,106,-0.815385,39.000000
154,49,10,109,-0.800000,40.000000
152,49,8,114,-0.777778,41.000000
152,51,7,119,-0.803279,40.000000
151,50,12,115,-0.777778,38.000000
150,51,24,113,-0.781250,39.000000
153,49,29,115,-0.774194,38.000000
153,49,38,113,-0.766667,39.000000
153,51,37,118,-0.766667,38.000000
152,50,38,125,-0.766667,40.000000
153,51,12,127,-0.762712,39.000000
153,52,8,131,-0.754386,38.000000
153,52,10,136,-0.758621,38.000000
153,52,14,129,-0.758621,38.000000
151,52,39,127,-0.719298,38.000000
151,52,43,132,-0.724138,39.000000
152,52,48,129,-0.700000,37.000000
150,53,71,116,-0.704918,35.000000
154,52,76,117,-0.678571,38.000000
154,52,81,121,-0.719298,38.000000
155,51,45,134,-0.703704,42.000000
155,51,45,141,-0.703704,42.000000
157,46,40,142,-0.698113,46.000000
158,46,18,150,-0.698113,48.000000
158,47,13,152,-0.698113,48.000000
158,47,12,157,-0.698113,48.000000
162,46,12,164,-0.500000,50.000000
162,46,16,168,-0.461538,51.000000
161,45,21,169,-0.423077,51.000000
159,47,44,163,-0.461538,51.000000
159,47,46,168,-0.471698,51.000000
161,46,48,174,-0.433962,53.000000
158,46,33,193,-0.423077,53.000000
158,46,29,197,-0.423077,53.000000
157,46,25,201,-0.433962,53.000000
157,46,22,206,-0.433962,53.000000
157,46,24,211,-0.433962,53.000000
159,46,30,216,-0.307692,53.000000
157,46,35,214,-0.307692,53.000000
158,46,51,198,-0.358491,52.000000
158,46,50,204,-0.358491,52.000000
158,46,51,209,-0.358491,52.000000
158,46,55,213,-0.346154,52.000000
160,47,56,207,-0.358491,52.000000
161,46,57,199,-0.346154,52.000000
158,47,73,200,-0.358491,51.000000
158,47,70,193,-0.358491,51.000000
159,47,69,188,-0.358491,50.000000
160,48,75,188,-0.333333,50.000000
159,48,102,168,-0.269231,49.000000
159,48,106,172,-0.333333,49.000000
161,48,101,169,-0.370370,47.000000
161,48,93,169,-0.396226,47.000000
160,48,89,165,-0.396226,47.000000
160,49,86,160,-0.396226,46.000000
163,48,82,156,-0.396226,46.000000
161,49,93,153,-0.471698,45.000000
162,49,91,147,-0.471698,46.000000
162,49,89,142,-0.433962,46.000000
161,50,118,130,-0.358491,42.000000
161,51,122,135,-0.358491,41.000000
163,51,121,130,-0.396226,40.000000
161,51,122,124,-0.396226,40.000000
163,52,123,119,-0.423077,37.000000
160,54,126,114,-0.396226,36.000000
167,48,139,136,-0.280000,44.000000
167,49,142,141,-0.254902,44.000000
165,47,145,146,-0.058824,47.000000
163,45,167,157,0.000000,51.000000
163,45,172,160,0.038462,51.000000
163,46,176,164,0.038462,51.000000
165,45,170,162,-0.038462,51.000000
162,46,138,193,-0.098039,55.000000
162,46,136,198,-0.115385,55.000000
163,46,137,203,-0.115385,54.000000
163,46,142,206,0.019608,55.000000
162,46,204,198,0.115385,54.000000
162,46,209,202,0.115385,54.000000
162,46,213,206,0.115385,54.000000
164,45,217,202,0.307692,53.000000
162,45,267,188,0.333333,54.000000
162,45,276,191,0.307692,54.000000
161,45,280,196,0.346154,53.000000
164,46,286,195,0.384615,52.000000
164,45,291,194,0.384615,53.000000
160,46,291,170,0.444444,54.000000
160,46,296,173,0.407407,55.000000
159,46,301,172,0.481481,52.000000
160,46,302,167,0.481481,52.000000
161,47,289,163,0.490909,51.000000
161,47,291,157,0.527273,51.000000
161,48,294,152,0.527273,51.000000
162,47,295,147,0.563636,51.000000
163,48,296,142,0.666667,47.000000
163,47,293,135,0.672727,46.000000
168,50,263,117,0.709091,41.000000
161,48,215,115,0.518519,42.000000
161,49,242,138,0.481481,43.000000
158,49,195,135,0.230769,41.000000
159,47,211,167,0.433962,46.000000
163,45,301,145,0.666667,46.000000
162,46,305,141,0.660377,45.000000
168,50,234,110,0.666667,38.000000
165,51,233,115,0.629630,36.000000
164,51,206,111,0.407407,36.000000
