-0.094019,-0.355528,0.368759,0.000000,0.000000,0.000000,1.359793,0.564270,1.819787
-0.095093,-0.356659,0.366842,-0.035800,-0.037700,-0.063900,1.360612,0.556756,1.823056
-0.096313,-0.357885,0.364677,-0.040667,-0.040867,-0.072167,1.362671,0.548009,1.827887
-0.097844,-0.359293,0.362098,-0.051033,-0.046933,-0.085967,1.363573,0.537970,1.832879
-0.099168,-0.360655,0.359601,-0.044133,-0.045400,-0.083233,1.366636,0.527971,1.838159
-0.100585,-0.362048,0.356958,-0.047233,-0.046433,-0.088100,1.369736,0.517492,1.843682
-0.102073,-0.363429,0.354261,-0.049600,-0.046033,-0.089900,1.371622,0.507139,1.848502
-0.103755,-0.364362,0.351940,-0.056067,-0.031100,-0.077367,1.375243,0.497294,1.858186
-0.105605,-0.365294,0.349436,-0.061667,-0.031067,-0.083467,1.380284,0.486454,1.869811
-0.107303,-0.366254,0.346967,-0.056600,-0.032000,-0.082300,1.383898,0.476331,1.878767
-0.109226,-0.367263,0.344201,-0.064100,-0.033633,-0.092200,1.388561,0.464926,1.889389
-0.111506,-0.368110,0.341267,-0.076000,-0.028233,-0.097800,1.397080,0.451898,1.905630
-0.113811,-0.368888,0.338309,-0.076833,-0.025933,-0.098600,1.406334,0.438799,1.922347
-0.116064,-0.369858,0.335077,-0.075100,-0.032333,-0.107733,1.413378,0.425588,1.935478
-0.118345,-0.370694,0.331860,-0.076033,-0.027867,-0.107233,1.420793,0.412776,1.949015
-0.120879,-0.371566,0.328336,-0.084467,-0.029067,-0.117467,1.431533,0.397712,1.966028
-0.123358,-0.372189,0.324987,-0.082633,-0.020767,-0.111633,1.441908,0.384230,1.982710
-0.125641,-0.372964,0.321539,-0.076100,-0.025833,-0.114933,1.449077,0.371370,1.994692
-0.127883,-0.373823,0.318023,-0.074733,-0.028633,-0.117200,1.457475,0.357458,2.006866
-0.130202,-0.374382,0.314633,-0.077300,-0.018633,-0.113000,1.466881,0.344600,2.020833
-0.132399,-0.375071,0.311135,-0.073233,-0.022967,-0.116600,1.474728,0.331598,2.032113
-0.134639,-0.375552,0.307780,-0.074667,-0.016033,-0.111833,1.484979,0.318768,2.045945
-0.137201,-0.375822,0.304192,-0.085400,-0.009000,-0.119600,1.499283,0.304811,2.064400
-0.139468,-0.376107,0.300860,-0.075567,-0.009500,-0.111067,1.511524,0.292164,2.079730
-0.141498,-0.376494,0.297560,-0.067667,-0.012900,-0.110000,1.519668,0.280631,2.090245
-0.143681,-0.376844,0.294074,-0.072767,-0.011667,-0.116200,1.530979,0.267725,2.103498
-0.145850,-0.377026,0.290673,-0.072300,-0.006067,-0.113367,1.541742,0.255859,2.116529
-0.147780,-0.377343,0.287350,-0.064333,-0.010567,-0.110767,1.549872,0.244444,2.126045
-0.149905,-0.377510,0.283860,-0.070833,-0.005567,-0.116333,1.560826,0.232324,2.138461
-0.151974,-0.377599,0.280470,-0.068967,-0.002967,-0.113000,1.572111,0.220635,2.150972
-0.154090,-0.377654,0.276941,-0.070533,-0.001833,-0.117633,1.583691,0.208652,2.163553
-0.156307,-0.377572,0.273343,-0.073900,0.002733,-0.119933,1.597382,0.196461,2.178079
-0.158550,-0.377525,0.269505,-0.074767,0.001567,-0.127933,1.610093,0.183777,2.191342
