-0.304774,-0.147591,0.041245,0.000000,0.000000,0.000000,1.867729,-0.545155,-3.030429
-0.304712,-0.143415,0.039920,0.002067,0.139200,-0.044167,1.868427,-0.549836,-3.119267
-0.304617,-0.139341,0.038742,0.003167,0.135800,-0.039267,1.868880,-0.553897,-3.091359
-0.304497,-0.135694,0.037757,0.004000,0.121567,-0.032833,1.869964,-0.557101,-3.078882
-0.304327,-0.131987,0.036626,0.005667,0.123567,-0.037700,1.866070,-0.561265,-3.068723
-0.304105,-0.128405,0.035311,0.007400,0.119400,-0.043833,1.853498,-0.566750,-3.063516
-0.303852,-0.125057,0.033918,0.008433,0.111600,-0.046433,1.835590,-0.572777,-3.062209
-0.303600,-0.122109,0.032717,0.008400,0.098267,-0.040033,1.818493,-0.577997,-3.061389
-0.303306,-0.118929,0.031478,0.009800,0.106000,-0.041300,1.801131,-0.583221,-3.060046
-0.302943,-0.115560,0.029969,0.012100,0.112300,-0.050300,1.773984,-0.589618,-3.063534
-0.302570,-0.112539,0.028464,0.012433,0.100700,-0.050167,1.741044,-0.595890,-3.070993
-0.302213,-0.109824,0.027136,0.011900,0.090500,-0.044267,1.710333,-0.601012,-3.078450
-0.301852,-0.107434,0.025736,0.012033,0.079667,-0.046667,1.670566,-0.605986,-3.091500
-0.301407,-0.104216,0.024439,0.014833,0.107267,-0.043233,1.640298,-0.610020,-3.097239
-0.300913,-0.100963,0.023165,0.016467,0.108433,-0.042467,1.619048,-0.614208,-3.098096
-0.300425,-0.098374,0.021705,0.016267,0.086300,-0.048667,1.586260,-0.618665,-3.107126
-0.299967,-0.095790,0.020493,0.015267,0.086133,-0.040400,1.550572,-0.621246,-3.117566
-0.299374,-0.092177,0.019341,0.019767,0.120433,-0.038400,1.520268,-0.623244,-3.135774
-0.298778,-0.089128,0.018062,0.019867,0.101633,-0.042633,1.488467,-0.625694,-3.039225
-0.298293,-0.086394,0.017165,0.016167,0.091133,-0.029900,1.455626,-0.625773,-3.530888
-0.297567,-0.083687,0.015863,0.024200,0.090233,-0.043400,1.427516,-0.627739,1.047604
-0.296819,-0.080719,0.014551,0.024933,0.098933,-0.043733,1.393530,-0.628935,3.527391
-0.296045,-0.078768,0.013062,0.025800,0.065033,-0.049633,1.351295,-0.628978,3.029472
