0.519070,0.020380,0.136579,0.020382,0.020559,0.085968,0.020380,0.025305,0.027810,0.020380,0.022954,0.020380,0.039474,0.020380
0.027764,0.517451,0.027764,0.027764,0.148979,0.027764,0.028160,0.027764,0.027772,0.027764,0.027765,0.027764,0.027764,0.027764
0.053651,0.015586,0.417563,0.160814,0.015605,0.022226,0.015586,0.022713,0.015639,0.015586,0.186766,0.016142,0.026536,0.015587
0.029909,0.029909,0.065397,0.366662,0.029909,0.029916,0.029909,0.029909,0.029909,0.029909,0.106028,0.153579,0.039150,0.029909
0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.008907,0.000100,0.090804,0.000100,0.899189,0.000100,0.000100,0.000100
0.051720,0.000100,0.083705,0.000100,0.000100,0.495678,0.000100,0.110397,0.000100,0.000100,0.080686,0.000100,0.097785,0.079328
0.055865,0.037866,0.036880,0.036837,0.073866,0.037356,0.256640,0.036837,0.156982,0.114045,0.037326,0.036838,0.045825,0.036837
0.103261,0.020737,0.138337,0.020737,0.020737,0.051277,0.020737,0.486686,0.020740,0.020737,0.033545,0.020737,0.020993,0.020739
0.000100,0.000100,0.000121,0.000100,0.000100,0.107199,0.000184,0.000119,0.404161,0.000100,0.000100,0.000100,0.487417,0.000100
0.038847,0.038847,0.038847,0.038847,0.038847,0.038847,0.135928,0.038847,0.039620,0.397140,0.038847,0.038847,0.038847,0.038847
0.000100,0.000100,0.007577,0.000100,0.000100,0.121671,0.003752,0.038416,0.068142,0.000100,0.496300,0.000100,0.205920,0.057622
0.026892,0.026892,0.029313,0.097981,0.026968,0.026899,0.026894,0.026892,0.072385,0.026892,0.073916,0.436621,0.074561,0.026892
0.006947,0.006947,0.006947,0.006947,0.531218,0.006948,0.061789,0.006947,0.010609,0.006947,0.155001,0.006947,0.178860,0.006947
0.044700,0.044700,0.044700,0.044700,0.044702,0.120361,0.044700,0.073308,0.077775,0.044700,0.109174,0.044700,0.050571,0.211212
