4.019837,3.717623,2.574308,5.524652,1.310780,-0.590680,1.331677,3.388816,1.090946,-1.315566,-0.024233,0.801371,0.866777,0.971170,0.000000
10.785757,6.189272,2.162603,3.184102,1.082942,-0.231220,0.649522,1.424607,1.084407,0.640997,-0.427273,0.966758,0.441368,0.167026,0.000000
12.658636,5.159655,1.892530,2.665554,-0.446583,-0.796011,1.026310,1.620605,0.373484,-0.226199,-1.953179,0.654186,0.556304,-1.514899,0.000000
12.708879,4.620354,3.359059,3.886506,-1.565136,0.093394,1.659516,2.952582,0.687272,-0.703814,-0.196144,-0.865878,1.165606,0.713188,0.000000
12.412156,0.078214,1.378988,4.439161,0.190959,-1.317999,1.898670,1.725675,-1.019887,0.189851,-1.022659,-0.982867,-0.042663,-0.814624,0.000000
11.369272,-0.953592,1.943003,3.996990,1.254648,-1.605987,0.113445,0.461182,-1.052445,1.817178,-1.231764,-2.671917,-0.424353,-0.222204,0.000000
10.738494,-1.364833,3.035150,4.028219,-1.553725,-1.519877,-0.696188,0.547040,-0.282359,-0.082532,-1.324667,-1.446223,-0.389438,-2.037860,0.000000
9.039040,-3.284890,5.143353,4.012400,-0.797483,-2.777880,0.041610,1.236164,-1.271903,0.846393,-1.602867,-2.239973,-0.757633,-1.289721,0.000000
12.275983,0.217083,-1.617225,4.764791,0.538563,-3.109775,-1.963824,0.375365,-1.094055,-2.610096,-0.290501,-0.536757,-0.524455,-0.507613,0.000000
10.827815,-0.943844,1.244178,5.814230,-0.215765,-3.592198,-0.591212,-0.891436,-0.329959,-0.331432,-1.111689,0.083364,0.063158,-0.400807,0.000000
10.298626,-0.542411,4.322731,4.081097,-1.966470,-3.947476,-0.463601,0.558097,-1.687320,-0.664104,-0.626190,0.423965,0.806582,-0.725804,0.000000
10.109572,-0.094992,5.105431,2.577747,-0.457624,-5.070614,0.165327,-0.192592,-1.809409,-0.750495,0.305512,0.350642,1.928173,1.397801,0.000000
11.831338,0.219355,5.004100,5.764196,0.792766,-7.230048,-1.537458,0.100177,-0.242269,0.022906,2.703233,-0.803549,1.652449,2.304711,0.000000
12.871275,2.929880,6.576229,7.788057,-0.603665,-6.654186,0.895293,0.165514,-0.370709,0.441309,0.943491,1.196638,1.440767,2.514337,0.000000
21.281211,5.584356,11.681102,9.087403,-0.542105,-5.037887,2.267677,0.199314,0.639086,1.062736,1.586099,0.112307,1.771252,1.239642,0.000000
13.010585,1.391722,8.823616,7.087784,-1.678343,-6.112559,0.498927,1.609311,-1.272017,0.550593,1.641196,0.729471,2.224022,2.184106,0.000000
14.322176,0.397556,9.197753,7.514778,-1.398574,-6.340701,-0.142913,1.446339,1.058540,1.798271,1.832120,2.154567,3.786705,2.884675,0.000000
13.846443,-0.627914,9.728176,4.962282,-2.078279,-6.209731,-0.280049,1.270900,1.113713,1.734514,1.585424,2.613012,3.042903,2.588842,0.000000
13.723185,-3.153406,8.727182,5.220484,-2.546022,-6.677036,-1.148621,-0.225217,2.935480,3.162622,0.488771,0.944295,4.694522,1.662932,0.000000
15.377402,-1.518192,8.200719,4.484217,-3.370422,-7.377086,-0.290419,0.738624,1.077156,2.339471,0.874283,1.562634,3.656935,1.342462,0.000000
13.425968,-5.081622,7.776668,2.885020,-2.838017,-6.233389,-2.642613,0.823302,0.675363,2.766257,1.480455,0.159469,2.638743,2.056851,0.000000
12.339081,-5.830042,6.919117,1.252331,-3.590393,-6.967143,-2.444810,0.128517,0.627442,1.767773,0.814270,-0.218247,2.432066,1.070674,0.000000
12.228820,-4.657821,5.822426,2.584333,-4.428040,-6.462953,-2.287494,0.109015,0.548529,2.031871,1.118164,0.389724,1.849424,1.068940,0.000000
9.679483,-5.261096,6.487116,1.361393,-3.275430,-5.096988,-3.269881,-0.406974,0.927518,2.061659,1.924197,-0.502828,1.254584,1.570309,0.000000
13.375713,-6.970119,6.401963,-0.425337,-3.288333,-5.130768,-3.911543,0.101547,-1.257963,2.321184,1.369577,-0.435679,1.155979,0.335896,0.000000
16.378293,-4.337063,6.539279,-0.734440,-2.375153,-2.586591,-2.644340,-0.099956,-1.015450,3.191683,2.381587,0.704485,2.484175,0.940512,0.000000
