-1.1	10
-1.1	13
-1.1	16
-1.1	19
-1.1	22
-1.1	25
-1.1	28
-1.1	31
-1.1	34
-1.1	37
-1.1	40
-1.1	43
-1.1	46
-1.1	49
-1.1	52
-1.1	55
-1.1	58
-1.1	61
-1.1	64
-1.1	67
-1.1	70
-1.0267	10
-1.0267	13
-1.0267	16
-1.0267	19
-1.0267	22
-1.0267	25
-1.0267	28
-1.0267	31
-1.0267	34
-1.0267	37
-1.0267	40
-1.0267	43
-1.0267	46
-1.0267	49
-1.0267	52
-1.0267	55
-1.0267	58
-1.0267	61
-1.0267	64
-1.0267	67
-1.0267	70
-0.95333	10
-0.95333	13
-0.95333	16
-0.95333	19
-0.95333	22
-0.95333	25
-0.95333	28
-0.95333	31
-0.95333	34
-0.95333	37
-0.95333	40
-0.95333	43
-0.95333	46
-0.95333	49
-0.95333	52
-0.95333	55
-0.95333	58
-0.95333	61
-0.95333	64
-0.95333	67
-0.95333	70
-0.88	10
-0.88	13
-0.88	16
-0.88	19
-0.88	22
-0.88	25
-0.88	28
-0.88	31
-0.88	34
-0.88	37
-0.88	40
-0.88	43
-0.88	46
-0.88	49
-0.88	52
-0.88	55
-0.88	58
-0.88	61
-0.88	64
-0.88	67
-0.88	70
-0.80667	10
-0.80667	13
-0.80667	16
-0.80667	19
-0.80667	22
-0.80667	25
-0.80667	28
-0.80667	31
-0.80667	34
-0.80667	37
-0.80667	40
-0.80667	43
-0.80667	46
-0.80667	49
-0.80667	52
-0.80667	55
-0.80667	58
-0.80667	61
-0.80667	64
-0.80667	67
-0.80667	70
-0.73333	10
-0.73333	13
-0.73333	16
-0.73333	19
-0.73333	22
-0.73333	25
-0.73333	28
-0.73333	31
-0.73333	34
-0.73333	37
-0.73333	40
-0.73333	43
-0.73333	46
-0.73333	49
-0.73333	52
-0.73333	55
-0.73333	58
-0.73333	61
-0.73333	64
-0.73333	67
-0.73333	70
-0.66	10
-0.66	13
-0.66	16
-0.66	19
-0.66	22
-0.66	25
-0.66	28
-0.66	31
-0.66	34
-0.66	37
-0.66	40
-0.66	43
-0.66	46
-0.66	49
-0.66	52
-0.66	55
-0.66	58
-0.66	61
-0.66	64
-0.66	67
-0.66	70
-0.58667	10
-0.58667	13
-0.58667	16
-0.58667	19
-0.58667	22
-0.58667	25
-0.58667	28
-0.58667	31
-0.58667	34
-0.58667	37
-0.58667	40
-0.58667	43
-0.58667	46
-0.58667	49
-0.58667	52
-0.58667	55
-0.58667	58
-0.58667	61
-0.58667	64
-0.58667	67
-0.58667	70
-0.51333	10
-0.51333	13
-0.51333	16
-0.51333	19
-0.51333	22
-0.51333	25
-0.51333	28
-0.51333	31
-0.51333	34
-0.51333	37
-0.51333	40
-0.51333	43
-0.51333	46
-0.51333	49
-0.51333	52
-0.51333	55
-0.51333	58
-0.51333	61
-0.51333	64
-0.51333	67
-0.51333	70
-0.44	10
-0.44	13
-0.44	16
-0.44	19
-0.44	22
-0.44	25
-0.44	28
-0.44	31
-0.44	34
-0.44	37
-0.44	40
-0.44	43
-0.44	46
-0.44	49
-0.44	52
-0.44	55
-0.44	58
-0.44	61
-0.44	64
-0.44	67
-0.44	70
-0.36667	10
-0.36667	13
-0.36667	16
-0.36667	19
-0.36667	22
-0.36667	25
-0.36667	28
-0.36667	31
-0.36667	34
-0.36667	37
-0.36667	40
-0.36667	43
-0.36667	46
-0.36667	49
-0.36667	52
-0.36667	55
-0.36667	58
-0.36667	61
-0.36667	64
-0.36667	67
-0.36667	70
-0.29333	10
-0.29333	13
-0.29333	16
-0.29333	19
-0.29333	22
-0.29333	25
-0.29333	28
-0.29333	31
-0.29333	34
-0.29333	37
-0.29333	40
-0.29333	43
-0.29333	46
-0.29333	49
-0.29333	52
-0.29333	55
-0.29333	58
-0.29333	61
-0.29333	64
-0.29333	67
-0.29333	70
-0.22	10
-0.22	13
-0.22	16
-0.22	19
-0.22	22
-0.22	25
-0.22	28
-0.22	31
-0.22	34
-0.22	37
-0.22	40
-0.22	43
-0.22	46
-0.22	49
-0.22	52
-0.22	55
-0.22	58
-0.22	61
-0.22	64
-0.22	67
-0.22	70
-0.14667	10
-0.14667	13
-0.14667	16
-0.14667	19
-0.14667	22
-0.14667	25
-0.14667	28
-0.14667	31
-0.14667	34
-0.14667	37
-0.14667	40
-0.14667	43
-0.14667	46
-0.14667	49
-0.14667	52
-0.14667	55
-0.14667	58
-0.14667	61
-0.14667	64
-0.14667	67
-0.14667	70
-0.073333	10
-0.073333	13
-0.073333	16
-0.073333	19
-0.073333	22
-0.073333	25
-0.073333	28
-0.073333	31
-0.073333	34
-0.073333	37
-0.073333	40
-0.073333	43
-0.073333	46
-0.073333	49
-0.073333	52
-0.073333	55
-0.073333	58
-0.073333	61
-0.073333	64
-0.073333	67
-0.073333	70
0	10
0	13
0	16
0	19
0	22
0	25
0	28
0	31
0	34
0	37
0	40
0	43
0	46
0	49
0	52
0	55
0	58
0	61
0	64
0	67
0	70
0.073333	10
0.073333	13
0.073333	16
0.073333	19
0.073333	22
0.073333	25
0.073333	28
0.073333	31
0.073333	34
0.073333	37
0.073333	40
0.073333	43
0.073333	46
0.073333	49
0.073333	52
0.073333	55
0.073333	58
0.073333	61
0.073333	64
0.073333	67
0.073333	70
0.14667	10
0.14667	13
0.14667	16
0.14667	19
0.14667	22
0.14667	25
0.14667	28
0.14667	31
0.14667	34
0.14667	37
0.14667	40
0.14667	43
0.14667	46
0.14667	49
0.14667	52
0.14667	55
0.14667	58
0.14667	61
0.14667	64
0.14667	67
0.14667	70
0.22	10
0.22	13
0.22	16
0.22	19
0.22	22
0.22	25
0.22	28
0.22	31
0.22	34
0.22	37
0.22	40
0.22	43
0.22	46
0.22	49
0.22	52
0.22	55
0.22	58
0.22	61
0.22	64
0.22	67
0.22	70
0.29333	10
0.29333	13
0.29333	16
0.29333	19
0.29333	22
0.29333	25
0.29333	28
0.29333	31
0.29333	34
0.29333	37
0.29333	40
0.29333	43
0.29333	46
0.29333	49
0.29333	52
0.29333	55
0.29333	58
0.29333	61
0.29333	64
0.29333	67
0.29333	70
0.36667	10
0.36667	13
0.36667	16
0.36667	19
0.36667	22
0.36667	25
0.36667	28
0.36667	31
0.36667	34
0.36667	37
0.36667	40
0.36667	43
0.36667	46
0.36667	49
0.36667	52
0.36667	55
0.36667	58
0.36667	61
0.36667	64
0.36667	67
0.36667	70
0.44	10
0.44	13
0.44	16
0.44	19
0.44	22
0.44	25
0.44	28
0.44	31
0.44	34
0.44	37
0.44	40
0.44	43
0.44	46
0.44	49
0.44	52
0.44	55
0.44	58
0.44	61
0.44	64
0.44	67
0.44	70
0.51333	10
0.51333	13
0.51333	16
0.51333	19
0.51333	22
0.51333	25
0.51333	28
0.51333	31
0.51333	34
0.51333	37
0.51333	40
0.51333	43
0.51333	46
0.51333	49
0.51333	52
0.51333	55
0.51333	58
0.51333	61
0.51333	64
0.51333	67
0.51333	70
0.58667	10
0.58667	13
0.58667	16
0.58667	19
0.58667	22
0.58667	25
0.58667	28
0.58667	31
0.58667	34
0.58667	37
0.58667	40
0.58667	43
0.58667	46
0.58667	49
0.58667	52
0.58667	55
0.58667	58
0.58667	61
0.58667	64
0.58667	67
0.58667	70
0.66	10
0.66	13
0.66	16
0.66	19
0.66	22
0.66	25
0.66	28
0.66	31
0.66	34
0.66	37
0.66	40
0.66	43
0.66	46
0.66	49
0.66	52
0.66	55
0.66	58
0.66	61
0.66	64
0.66	67
0.66	70
0.73333	10
0.73333	13
0.73333	16
0.73333	19
0.73333	22
0.73333	25
0.73333	28
0.73333	31
0.73333	34
0.73333	37
